trade_date,open,high,low,close,vol,amount,pct_change,ma_bfq_5,ma_bfq_20,ma_bfq_60,ema_bfq_10,ema_bfq_60,macd_dif_bfq,macd_dea_bfq,macd_bfq,dmi_adx_bfq,dmi_pdi_bfq,dmi_mdi_bfq,roc_bfq,mtm_bfq,updays,downdays,atr_bfq,boll_upper_bfq,boll_lower_bfq,rsi_bfq_12,cci_bfq,wr_bfq,kdj_k_bfq,kdj_d_bfq,obv_bfq,mfi_bfq
2011-07-29,2981.021,2995.974,2948.076,2972.079,46298253.0,54358237.27,-0.2993,2979.8376,3071.28255,3036.33018,3019.07941,3062.98152,-14.57,1.915,-32.97,43.14978,13.04025,30.30867,-4.3193,-134.168,0.0,2.0,43.19155,3184.443,2958.122,37.479,-102.25073,87.357,17.80584,23.61148,1703446.38227,39.70206
2011-08-01,2969.106,2991.051,2958.832,2977.721,33886949.0,41203123.01,0.1898,2981.724,3064.0696,3033.9356,3011.5597,3060.18609,-17.309,-1.93,-30.76,44.57203,13.61231,26.36759,-4.42989,-138.024,1.0,0.0,41.06065,3181.687,2946.452,38.775,-80.87273,82.711,17.63357,21.61884,1706835.07717,45.77976
2011-08-02,2958.85,2958.85,2919.014,2956.383,38978357.0,48435295.39,-0.7166,2977.4474,3055.76375,3031.046,3001.52757,3056.78271,-20.961,-5.736,-30.45,44.6435,10.40592,32.64874,-5.51333,-172.506,0.0,1.0,42.82385,3179.03,2932.498,35.72,-97.64464,81.365,18.66577,20.63448,1702937.24147,38.93242
2011-08-03,2930.193,2969.132,2927.096,2954.87,38668362.0,49593983.76,-0.0512,2968.411,3047.82165,3027.74015,2993.04438,3053.44131,-23.704,-9.329,-28.749,46.01263,9.05985,32.20327,-5.37149,-167.73,0.0,2.0,43.04235,3175.518,2920.125,35.504,-80.50659,80.109,19.72379,20.33092,1699070.40527,36.70644
2011-08-04,2962.913,2983.012,2951.838,2960.309,32985719.0,41335656.57,0.1841,2964.2724,3040.7531,3024.66055,2987.09249,3050.3878,-25.149,-12.493,-25.311,46.26881,10.61082,32.32282,-4.35575,-134.816,1.0,0.0,42.65075,3171.36,2910.146,37.0,-57.96979,74.847,23.58648,21.41611,1702368.97717,33.60925
2011-08-05,2881.737,2916.41,2868.157,2897.417,49316854.0,60240017.41,-2.1245,2949.34,3030.1648,3021.25745,2970.78786,3045.37236,-31.011,-16.197,-29.629,49.33837,8.49424,41.4276,-6.27999,-194.15,0.0,1.0,45.70775,3170.814,2889.515,28.623,-139.15461,83.988,22.97403,21.93541,1697437.29177,24.3485
2011-08-08,2864.514,2888.769,2747.967,2793.897,71517766.0,83694787.46,-3.5728,2912.5752,3014.19935,3015.68752,2938.62588,3037.12727,-43.509,-21.659,-43.699,54.93597,7.26041,47.37311,-8.67048,-265.242,0.0,2.0,51.4435,3183.161,2845.238,20.35,-234.49744,81.969,21.32645,21.73243,1690285.51517,23.89552
2011-08-09,2720.953,2812.769,2697.062,2798.19,69842676.0,79653278.21,0.1537,2880.9366,3001.2636,3010.64963,2913.09208,3029.29326,-52.462,-27.82,-49.285,62.18106,6.68707,47.62362,-8.79388,-269.795,1.0,0.0,54.30855,3193.216,2809.311,21.378,-215.62569,66.912,25.49498,22.98661,1697269.78277,23.20532
2011-08-10,2845.352,2858.553,2820.123,2824.12,58659312.0,68580540.61,0.9267,2854.7866,2987.15725,3005.7845,2896.91534,3022.56626,-56.811,-33.618,-46.385,63.34495,11.73922,45.03395,-4.85697,-144.169,2.0,0.0,54.7471,3187.461,2786.853,27.54,-108.8723,57.493,31.16559,25.71294,1703135.71397,31.15718
2011-08-11,2779.715,2867.311,2777.761,2866.924,58997689.0,69223945.41,1.5157,2836.1096,2974.7162,3001.24358,2891.46237,3017.46324,-56.155,-38.125,-36.06,64.30963,10.92655,46.39377,-3.72232,-110.842,3.0,0.0,57.5406,3172.42,2777.013,36.503,-84.79275,43.173,40.03651,30.48746,1709035.48287,38.50339
2011-08-12,2881.554,2894.224,2868.871,2875.365,57197406.0,63487643.74,0.2944,2831.6992,2962.04,2997.15568,2888.53558,3012.80428,-54.329,-41.366,-25.925,63.27794,15.07451,39.1318,-4.15616,-124.687,4.0,0.0,57.23365,3150.89,2773.19,38.149,-33.72876,39.35,47.47588,36.15027,1714755.22347,47.36067
2011-08-15,2883.174,2917.883,2870.19,2917.883,59875476.0,61102226.5,1.4787,2856.4964,2951.80415,2993.76047,2893.87147,3009.69211,-48.887,-42.87,-12.033,58.49613,17.32188,37.91279,-2.11738,-63.119,5.0,0.0,58.40555,3126.387,2777.221,45.86,-5.21131,22.776,57.3918,43.23078,1720742.77107,54.76718
2011-08-16,2920.829,2932.14,2888.334,2897.581,50962681.0,57496628.33,-0.6958,2876.3746,2941.92695,2991.67048,2894.54593,3006.01633,-45.686,-43.433,-4.505,52.83106,16.60705,38.22976,-2.5066,-74.498,0.0,1.0,58.8847,3104.927,2778.927,43.064,6.07084,29.876,61.6358,49.36578,1715646.50297,54.84775
2011-08-17,2893.849,2910.835,2881.631,2886.013,39178179.0,41891853.6,-0.3992,2888.7532,2931.64925,2989.33365,2892.99449,3002.0818,-43.58,-43.463,-0.234,46.97853,16.87777,39.62588,-3.0798,-91.708,0.0,2.0,57.96025,3080.958,2782.34,41.491,-3.24163,33.922,67.8832,55.53826,1711728.68507,55.65146
2011-08-18,2887.103,2889.997,2832.269,2834.254,40768883.0,45784423.19,-1.7934,2882.2192,2920.405,2986.73217,2882.3144,2996.57925,-45.562,-43.883,-3.359,45.35919,15.36617,44.80971,-4.13103,-122.129,0.0,3.0,58.7955,3063.352,2777.458,35.213,-47.75097,41.64,64.70887,58.59513,1707651.79677,56.24046
2011-08-19,2789.346,2814.099,2782.556,2807.664,43259650.0,48442961.96,-0.9382,2868.679,2907.38895,2983.88688,2868.7416,2990.3853,-48.717,-44.849,-7.735,43.93417,15.03232,49.38097,-4.98181,-147.206,0.0,4.0,60.1778,3041.338,2773.44,32.461,-99.72635,52.951,58.82227,58.67084,1703325.83177,50.72219
2011-08-22,2809.329,2829.687,2768.418,2777.787,34209685.0,40136538.65,-1.0641,2840.6598,2897.86385,2980.79487,2852.2044,2983.41487,-53.017,-46.483,-13.068,44.14511,16.72317,44.81176,-6.16564,-182.522,0.0,5.0,57.7859,3039.98,2755.748,29.623,-96.0994,65.66,41.12235,52.82134,1699904.86327,51.20712
2011-08-23,2788.699,2821.003,2777.287,2821.003,32620514.0,36441994.49,1.5558,2825.3442,2890.0257,2978.56982,2846.53142,2978.08989,-52.335,-47.653,-9.363,45.99937,15.55056,44.72819,-2.63731,-76.414,1.0,0.0,58.80935,3030.937,2749.115,38.155,-67.7259,67.882,38.12105,47.92125,1703166.91467,50.65532
2011-08-24,2834.577,2845.47,2804.818,2810.016,35301565.0,41939777.96,-0.3895,2810.1448,2880.5239,2975.37748,2839.89225,2972.57927,-52.08,-48.539,-7.082,47.02192,16.55168,44.26248,0.57694,16.119,0.0,1.0,58.2832,3016.001,2745.047,36.914,-38.97558,74.592,33.88327,43.24192,1699636.75817,50.6986
2011-08-25,2818.701,2904.438,2815.912,2903.837,72216845.0,75745960.11,3.3388,2824.0614,2876.66565,2973.70522,2851.51857,2970.32543,-43.802,-47.591,7.578,43.76586,22.97235,34.98243,3.77555,105.647,1.0,0.0,60.8372,3004.665,2748.666,51.586,60.13213,17.287,50.15977,45.54787,1706858.44267,59.18121
2011-08-26,2889.382,2907.398,2876.828,2901.216,45604102.0,51759427.73,-0.0903,2842.7718,2873.1225,2972.79707,2860.55447,2968.05954,-37.027,-45.479,16.903,36.15966,26.78618,25.07881,2.72991,77.096,0.0,1.0,59.9708,2994.092,2752.153,51.223,82.34309,18.888,60.47714,50.52429,1702298.03247,67.86346
2011-08-29,2875.784,2875.784,2847.476,2852.809,44267850.0,49892653.23,-1.6685,2857.7762,2866.8769,2970.5714,2859.1462,2964.28084,-35.159,-43.415,16.512,28.77193,29.05464,24.25712,-0.49234,-14.115,0.0,2.0,61.04685,2978.106,2755.648,44.862,9.89819,48.455,60.07018,53.70626,1697871.24747,70.22234
2011-08-30,2875.144,2901.733,2838.33,2841.74,43137872.0,48565790.32,-0.388,2861.9236,2861.14475,2967.8627,2855.98144,2960.2631,-34.177,-41.567,14.78,21.85149,26.23487,24.15676,-1.16942,-33.625,0.0,3.0,61.28165,2964.897,2757.393,43.514,10.32294,48.516,57.63253,55.01502,1693557.46027,69.54388
2011-08-31,2843.993,2855.305,2823.77,2846.776,32107899.0,37624544.06,0.1772,2869.2756,2855.74005,2965.16477,2854.30772,2956.54222,-32.616,-39.777,14.321,15.88028,28.48393,22.11941,-2.43694,-71.107,1.0,0.0,60.7566,2950.25,2761.23,44.344,-29.4992,43.619,57.21528,55.74844,1696768.25017,63.203
2011-09-01,2852.386,2869.249,2825.956,2834.535,30118702.0,35143727.25,-0.43,2855.4152,2849.45135,2963.20887,2850.71268,2952.54198,-31.999,-38.221,12.445,9.80859,25.95416,21.60874,-2.17581,-63.046,0.0,1.0,61.36255,2931.164,2767.739,42.681,-21.85549,52.427,54.0012,55.16602,1693756.37997,61.51716
2011-09-02,2828.839,2836.624,2790.769,2803.854,29317116.0,31960598.83,-1.0824,2835.9428,2844.7732,2960.57423,2842.19292,2947.66696,-33.598,-37.296,7.398,7.75956,22.59879,26.75921,-2.8468,-82.159,0.0,2.0,59.0477,2925.675,2763.872,38.711,-80.05506,74.503,42.80704,51.04636,1690824.66837,54.32464
2011-09-05,2780.834,2780.834,2743.383,2743.817,32005660.0,36040312.62,-2.1412,2814.1444,2842.2692,2957.13205,2824.30639,2940.98336,-39.257,-37.689,-3.136,11.23735,20.05156,32.82609,-3.19086,-90.437,0.0,3.0,54.59875,2931.939,2752.599,32.298,-162.28009,99.735,28.62623,43.57298,1687624.10237,46.9849
2011-09-06,2727.749,2745.36,2711.071,2723.303,29713982.0,33746805.05,-0.7476,2790.457,2838.52485,2952.62778,2805.94214,2933.8463,-44.879,-39.127,-11.505,14.57373,19.90848,36.1854,-3.00467,-84.361,0.0,4.0,50.52785,2940.636,2736.414,30.42,-177.49171,93.77,21.16096,36.10231,1684652.70417,47.96953
2011-09-07,2738.789,2779.205,2730.055,2779.09,33265381.0,37096662.19,2.0485,2776.9198,2836.27335,2949.56063,2801.05993,2928.77232,-44.323,-40.166,-8.314,15.30869,24.72106,29.33393,0.04691,1.303,1.0,0.0,50.3048,2941.494,2731.053,40.658,-95.40474,65.354,25.6559,32.62017,1687979.24227,54.79507
2011-09-08,2788.832,2789.112,2755.799,2756.105,26838735.0,31209441.13,-0.8271,2761.2338,2830.7324,2946.86942,2792.88631,2923.1111,-45.216,-41.176,-8.079,14.51082,26.8082,22.93329,-2.30053,-64.898,0.0,1.0,47.49295,2940.487,2720.978,38.136,-78.79608,77.062,24.9772,30.07251,1685295.36877,61.59217
2011-09-09,2770.153,2796.352,2739.62,2751.095,27073503.0,30348131.11,-0.1818,2750.682,2824.5189,2944.51838,2785.28789,2917.47122,-45.799,-42.101,-7.397,13.22657,24.71896,25.43651,-2.09682,-58.921,0.0,2.0,48.96455,2937.486,2711.552,37.582,-78.85045,79.008,23.64884,27.93129,1682588.01847,62.47245
2011-09-13,2712.443,2726.185,2698.66,2720.283,26713764.0,30034340.04,-1.12,2745.9752,2814.6389,2941.9415,2773.46882,2911.00604,-48.193,-43.319,-9.747,13.80354,24.40957,30.99803,-6.32108,-183.554,0.0,3.0,49.20165,2927.78,2701.498,34.242,-122.01564,89.352,19.99106,25.28455,1679916.64207,56.90577
2011-09-14,2729.256,2736.905,2677.127,2733.108,30424780.0,32858416.58,0.4715,2747.9362,2806.41525,2939.00875,2766.13049,2905.17331,-48.495,-44.354,-8.282,13.77562,20.33887,33.1782,-5.7944,-168.108,1.0,0.0,50.00025,2918.147,2694.684,36.793,-100.11529,70.862,23.04012,24.53641,1682959.12007,56.3899
2011-09-15,2734.552,2754.193,2728.905,2729.051,31171925.0,32507109.14,-0.1484,2737.9284,2798.56715,2936.01657,2759.38876,2899.39881,-48.504,-45.184,-6.639,15.46112,16.06748,36.72557,-4.33811,-123.758,0.0,1.0,49.80445,2908.873,2688.261,36.307,-65.18302,72.973,26.2117,25.09484,1679841.92757,52.2624
2011-09-16,2744.218,2755.889,2728.995,2733.987,27555932.0,29743911.97,0.1809,2733.5048,2793.5538,2932.2892,2754.77026,2893.97547,-47.564,-45.66,-3.807,20.64674,15.96275,36.93555,-3.7918,-107.753,1.0,0.0,48.26275,2906.009,2681.098,37.404,-56.00728,64.35,33.37158,27.85375,1682597.52077,50.07767
2011-09-19,2718.318,2718.318,2678.795,2679.27,29090941.0,29731416.05,-2.0014,2719.1398,2787.1341,2926.48587,2741.04294,2886.93595,-50.65,-46.658,-7.984,26.53728,15.92678,40.08768,-5.88406,-167.506,0.0,1.0,48.43745,2909.828,2664.44,30.955,-119.34122,98.203,22.84687,26.18479,1679688.42667,52.11222
2011-09-20,2675.043,2702.28,2664.1,2689.845,25598681.0,27274347.41,0.3947,2713.0522,2782.737,2920.70843,2731.73422,2880.47395,-51.647,-47.656,-7.983,35.65621,12.38458,44.09415,-5.10454,-144.69,1.0,0.0,47.283,2912.552,2652.922,33.377,-120.31627,80.533,21.72012,24.69657,1682248.29477,43.73097
2011-09-21,2691.701,2778.353,2677.349,2771.011,56194171.0,59146487.18,3.0175,2720.6328,2780.2374,2916.19638,2738.87546,2876.885,-45.365,-47.198,3.665,37.95851,22.18229,37.53155,-1.17135,-32.843,2.0,0.0,50.1474,2908.929,2651.545,48.502,-9.75741,19.161,41.42636,30.27317,1687867.71187,54.32321
2011-09-22,2745.146,2754.917,2684.94,2685.688,47102660.0,47793334.08,-3.0791,2711.9602,2774.021,2910.95503,2729.20501,2870.61625,-46.733,-47.105,0.744,38.97949,18.97843,35.33642,-2.11855,-58.129,0.0,1.0,52.41835,2908.251,2639.791,38.483,-74.44821,83.677,33.0587,31.20168,1683157.44587,45.56048
2011-09-23,2644.294,2681.227,2631.425,2669.478,42592224.0,45934334.7,-0.6036,2699.0584,2762.30305,2904.71152,2718.34555,2864.02155,-48.565,-47.397,-2.336,37.99093,18.76274,37.41221,-1.97646,-53.825,0.0,2.0,50.4104,2889.911,2634.695,36.903,-169.06616,76.927,30.67216,31.02517,1678898.22347,44.44925
2011-09-26,2645.245,2679.56,2603.108,2610.919,39175124.0,40495022.54,-2.1936,2685.3882,2747.7882,2897.39775,2698.81345,2855.72311,-54.118,-48.741,-10.754,36.38076,18.36601,34.09809,-6.0513,-168.171,0.0,3.0,52.7045,2874.93,2620.646,31.764,-187.91361,95.543,21.93384,27.99473,1674980.71107,43.93413
2011-09-27,2634.925,2652.56,2613.423,2637.879,35021974.0,37301310.91,1.0326,2674.995,2737.0417,2889.3294,2687.73446,2848.58068,-55.702,-50.133,-11.137,33.15435,18.18907,29.53554,-4.2896,-118.226,1.0,0.0,52.09955,2863.19,2610.894,36.225,-140.5725,80.159,21.23635,25.74193,1678482.90847,50.6809
2011-09-28,2654.83,2660.099,2602.63,2610.59,34169555.0,36195919.56,-1.0345,2642.9108,2725.4842,2880.79757,2673.7082,2840.7777,-58.484,-51.803,-13.362,30.20792,13.72595,30.8864,-5.10724,-140.505,0.0,1.0,51.80285,2853.487,2597.482,33.786,-128.56449,95.47,15.66752,22.38379,1675065.95297,43.65555
2011-09-29,2593.559,2615.144,2577.286,2588.185,37093593.0,37708584.38,-0.8582,2623.4102,2712.55465,2872.03878,2658.15852,2832.49598,-61.785,-53.8,-15.971,33.7048,12.35699,33.99852,-4.85604,-132.098,0.0,2.0,52.119,2841.178,2583.932,31.864,-146.80041,94.579,12.25187,19.00649,1671356.59367,37.27518
2011-09-30,2595.582,2607.566,2572.193,2581.351,32050822.0,32376678.34,-0.264,2605.7848,2699.89545,2863.36663,2644.19352,2824.26171,-64.213,-55.882,-16.661,36.1812,12.70989,33.48719,-5.55254,-151.757,0.0,3.0,51.723,2827.84,2571.951,31.273,-127.71825,95.558,9.64864,15.88721,1668151.51147,37.04598
2011-10-10,2588.349,2595.324,2552.284,2557.082,28325122.0,28149902.14,-0.9402,2595.0174,2687.55685,2854.16495,2628.35506,2815.50172,-67.319,-58.17,-18.298,37.54893,12.87158,31.0627,-6.30142,-171.969,0.0,4.0,51.58225,2820.518,2554.596,29.173,-126.22373,97.878,7.13988,12.97143,1665318.99927,37.03991
2011-10-11,2625.163,2635.694,2526.649,2551.994,45029848.0,47409892.23,-0.199,2577.8404,2677.9657,2844.81142,2614.47123,2806.86213,-69.391,-60.414,-17.954,36.06807,17.19119,26.38664,-6.65669,-181.993,0.0,5.0,54.01095,2820.63,2535.302,28.732,-103.79658,89.931,8.46098,11.46795,1660816.01447,38.58037
2011-10-12,2537.398,2647.015,2523.344,2644.758,65945680.0,62822831.8,3.635,2584.674,2674.03845,2837.9423,2619.97792,2801.54724,-62.824,-60.896,-3.855,35.97949,14.60922,23.45712,-1.28811,-34.512,1.0,0.0,58.48005,2815.816,2532.261,45.209,-54.23547,47.57,31.2744,18.0701,1667410.58247,42.26299
2011-10-13,2636.863,2672.91,2629.405,2662.601,60426201.0,56631043.78,0.6747,2599.5572,2668.214,2830.5482,2627.72757,2796.99162,-55.539,-59.824,8.571,32.06754,17.02095,23.02551,-1.01285,-27.244,2.0,0.0,57.8602,2801.571,2534.857,47.744,23.02289,11.797,50.56423,28.90148,1673453.20257,45.4746
2011-10-14,2655.358,2665.443,2629.879,2653.782,38336948.0,37326709.61,-0.3312,2614.0434,2663.09785,2822.84882,2632.46474,2792.29623,-49.902,-57.84,15.876,24.50106,17.39925,17.85297,-4.23055,-117.229,0.0,1.0,57.97275,2790.283,2535.913,46.582,21.28221,16.502,62.77982,40.19426,1669619.50777,44.79215
2011-10-17,2658.947,2687.102,2653.384,2666.951,36158315.0,38101620.4,0.4962,2636.0172,2658.89065,2815.14985,2638.73497,2788.18655,-43.867,-55.045,22.357,18.69896,19.95256,16.27122,-0.69766,-18.737,1.0,0.0,56.82205,2779.554,2538.228,48.619,57.5438,12.305,71.08476,50.49109,1673235.33927,50.12001
2011-10-18,2646.841,2651.732,2589.205,2592.209,39373448.0,39453303.36,-2.8025,2644.0602,2652.48695,2806.31,2630.2757,2781.76105,-44.601,-52.956,16.712,17.66768,11.60196,24.21629,-2.89454,-77.269,0.0,1.0,58.0876,2773.032,2531.942,39.332,-31.98177,57.947,61.40748,54.12989,1669297.99447,41.71037
2011-10-19,2599.917,2617.411,2580.663,2583.081,31116166.0,32114967.07,-0.3521,2631.7248,2644.9856,2797.77593,2621.69485,2775.24695,-45.395,-51.444,12.098,20.31326,12.31185,26.75771,-1.06621,-27.838,0.0,2.0,56.9361,2763.178,2526.793,38.355,-57.89383,63.521,53.09793,53.7859,1666186.37787,43.03149
2011-10-20,2566.603,2570.101,2500.486,2520.532,39842462.0,39409600.02,-2.4215,2603.311,2634.55965,2788.25868,2603.3016,2766.89564,-50.49,-51.253,1.526,23.42167,11.89382,29.04443,-4.44854,-117.347,0.0,3.0,59.80145,2757.925,2511.195,32.353,-172.1357,89.258,38.97923,48.85034,1662202.13167,43.39835
2011-10-21,2522.257,2538.117,2504.693,2507.877,29843503.0,29090707.04,-0.5021,2574.13,2623.25415,2779.07098,2585.95167,2758.40323,-54.916,-51.986,-5.861,27.02963,12.54048,27.04547,-3.93447,-102.713,0.0,4.0,60.12795,2749.509,2497.0,31.273,-160.42577,96.039,27.30633,41.66901,1659217.78137,44.24151
2011-10-24,2517.059,2581.125,2501.956,2576.669,46345801.0,44056731.12,2.743,2556.0736,2618.1241,2770.88238,2584.26391,2752.44473,-52.271,-52.043,-0.455,30.17305,17.16114,25.82103,-0.44495,-11.516,1.0,0.0,61.3268,2743.19,2493.058,42.631,-79.41507,59.177,31.81202,38.38335,1663852.36147,45.23318
2011-10-25,2572.708,2633.968,2560.047,2625.425,57967375.0,57533462.23,1.8922,2562.7168,2614.9031,2765.16798,2591.74775,2748.28015,-45.713,-50.777,10.129,28.82017,23.07799,24.04182,1.7074,44.074,2.0,0.0,63.11385,2735.658,2494.148,49.131,25.54613,33.05,43.52461,40.0971,1669649.09897,53.30942
2011-10-26,2613.272,2679.658,2611.012,2651.652,73098240.0,69534363.52,0.999,2576.431,2608.93515,2759.73275,2602.63943,2745.11201,-37.961,-48.214,20.505,25.45388,27.48181,20.30439,3.69836,94.57,3.0,0.0,61.49595,2708.109,2509.761,52.303,89.17219,18.996,56.01766,45.40395,1676958.92297,62.03042
2011-10-27,2658.428,2672.84,2647.296,2657.478,48820391.0,47403219.26,0.2197,2603.8202,2607.52465,2754.02318,2612.61008,2742.23877,-30.991,-44.769,27.556,22.0308,27.7936,19.94688,4.1334,105.484,4.0,0.0,58.4696,2703.027,2512.023,53.012,93.63395,15.874,65.38701,52.06497,1681840.96207,68.05814
2011-10-28,2694.542,2729.139,2689.376,2709.017,71643105.0,72908419.75,1.9394,2644.0482,2609.5016,2749.4901,2630.13861,2741.14953,-21.066,-40.029,37.926,20.38895,33.19545,17.0844,2.42967,64.259,5.0,0.0,59.3395,2711.47,2507.533,58.914,143.64827,8.8,73.99126,59.37373,1689005.27257,74.27916
2011-10-31,2704.535,2709.317,2680.992,2695.307,50407112.0,52522499.09,-0.5061,2667.7758,2613.721,2744.87723,2641.98741,2739.64649,-14.143,-34.851,41.417,18.08716,31.52829,19.80775,1.22835,32.706,0.0,1.0,56.93315,2722.341,2505.101,56.842,102.90995,14.796,77.72877,65.49208,1683964.56137,67.06823
2011-11-01,2672.508,2726.088,2669.05,2697.534,55206651.0,56067605.45,0.0826,2682.1976,2616.70375,2740.20745,2652.08679,2738.26576,-8.38,-29.557,42.354,18.69993,35.06736,21.57319,1.64867,43.752,1.0,0.0,57.703,2730.945,2502.463,57.109,90.68026,13.822,80.54509,70.50975,1689485.22647,66.64742
2011-11-02,2658.547,2742.938,2653.722,2742.39,64361584.0,65327476.27,1.6629,2700.3452,2623.29375,2736.6409,2668.50555,2738.40098,-0.191,-23.684,46.985,22.05261,31.90662,20.33013,2.82866,75.439,2.0,0.0,59.29035,2749.9,2496.687,62.246,98.59498,0.226,86.95426,75.99125,1695921.38487,66.90969
2011-11-03,2752.627,2781.039,2743.196,2744.301,84820760.0,90502549.98,0.0697,2717.7098,2631.09955,2733.13142,2682.28654,2738.59442,6.379,-17.671,48.1,24.33524,36.56718,20.25138,5.86727,152.092,3.0,0.0,59.3299,2766.995,2495.204,62.455,126.87314,13.164,86.9149,79.63247,1704403.46087,74.41627
2011-11-04,2770.572,2781.99,2748.978,2763.746,61958218.0,63500868.59,0.7086,2728.6556,2640.2193,2729.85537,2697.09735,2739.41906,13.005,-11.536,49.082,25.81203,33.79845,20.15091,6.99417,180.665,4.0,0.0,59.4457,2785.68,2494.758,64.629,117.64222,6.515,88.53656,82.6005,1710599.28267,75.36792
2011-11-07,2750.991,2769.296,2733.168,2736.248,45375056.0,47761935.11,-0.995,2736.8438,2649.1776,2727.16922,2704.21565,2739.31509,15.855,-6.058,43.825,27.32208,35.65231,14.88139,8.55835,215.716,0.0,1.0,59.1001,2795.122,2503.233,59.33,85.51141,20.61,83.43999,82.88033,1706061.77707,74.55941
2011-11-08,2745.059,2756.091,2723.693,2727.71,47884252.0,47864912.7,-0.312,2742.879,2657.9634,2726.0661,2708.48735,2738.9346,17.225,-1.401,37.253,30.31035,35.85789,15.09087,8.7657,219.833,0.0,2.0,55.26775,2800.566,2515.36,57.727,66.5657,31.747,75.52707,80.42924,1701273.35187,72.75899
2011-11-09,2739.154,2755.811,2710.054,2751.654,46877960.0,48484230.11,0.8778,2744.7318,2663.3082,2725.2905,2716.33583,2739.35163,20.013,2.882,34.263,38.0446,37.69875,6.59285,6.79113,174.985,1.0,0.0,51.37205,2811.437,2515.18,60.955,63.50137,22.522,75.80122,78.88657,1705961.14787,77.89204
2011-11-10,2720.836,2729.572,2698.306,2699.588,51173702.0,51793948.49,-1.8922,2735.7892,2665.15755,2723.21497,2713.29077,2738.0479,17.816,5.868,23.895,45.04462,36.68028,8.00771,2.8248,74.163,0.0,1.0,51.8642,2814.126,2516.189,51.607,20.71086,64.242,62.45346,73.40887,1700843.77767,75.61604
2011-11-11,2705.243,2713.914,2685.101,2695.002,36636696.0,38724219.26,-0.1699,2722.0404,2667.21855,2720.3496,2709.96554,2736.63656,15.525,7.8,15.451,48.89009,33.10931,10.5163,1.63483,43.35,0.0,2.0,51.52665,2816.64,2517.797,50.858,-15.33156,67.817,52.36318,66.39364,1697180.10807,70.80765
2011-11-14,2717.544,2751.88,2714.862,2750.195,46390943.0,51333489.02,2.048,2724.8298,2671.38075,2718.26343,2717.27999,2737.0811,17.957,9.831,16.251,52.88572,31.73126,10.78378,3.48891,92.717,1.0,0.0,52.68465,2825.116,2517.646,58.727,58.49144,24.788,59.97947,64.25558,1701819.20237,70.47843
2011-11-15,2746.773,2754.001,2732.913,2744.68,41759864.0,46980739.0,-0.2005,2728.2238,2679.0043,2715.37672,2722.26181,2737.33024,19.217,11.708,15.018,52.72052,27.15668,11.6076,1.31646,35.663,0.0,1.0,49.85175,2831.395,2526.614,57.719,59.64182,29.088,60.48365,62.99827,1697643.21597,69.3425
2011-11-16,2745.858,2746.29,2659.148,2670.116,55949239.0,57844199.05,-2.7167,2711.9162,2683.35605,2711.58563,2712.78075,2735.1265,14.038,12.174,3.727,47.14543,24.71153,21.34477,-0.93462,-25.191,0.0,2.0,52.37145,2829.379,2537.333,46.064,-97.09072,91.071,43.29862,56.43172,1692048.29207,62.38247
2011-11-17,2671.953,2687.831,2660.651,2662.017,35247652.0,37762635.93,-0.3033,2704.402,2690.4303,2707.85237,2703.55098,2732.72947,9.173,11.574,-4.801,37.58291,17.62842,22.82908,-1.31665,-35.517,0.0,3.0,49.6007,2816.57,2564.29,44.988,-136.64118,97.664,29.73397,47.53247,1688523.52687,55.70387
2011-11-18,2643.667,2646.209,2601.179,2606.495,42414718.0,44949477.11,-2.0857,2686.7006,2695.3612,2704.05638,2685.90444,2728.59063,0.829,9.425,-17.192,31.4263,16.77572,29.32537,-4.95535,-135.895,0.0,4.0,50.9714,2798.113,2592.61,38.295,-213.89048,96.838,20.96652,38.67715,1684282.05507,56.41371
2011-11-21,2608.556,2613.262,2587.742,2609.687,27971896.0,31175406.75,0.1225,2658.599,2697.0121,2700.75677,2672.04672,2724.69215,-5.464,6.447,-23.822,29.02367,14.9832,32.86552,-4.90522,-134.614,1.0,0.0,48.28895,2792.915,2601.109,38.866,-186.36465,86.965,18.33006,31.89479,1687079.24467,50.74994
2011-11-22,2592.229,2611.15,2580.781,2609.475,29069078.0,31886735.09,-0.0081,2631.558,2696.2146,2697.95157,2660.67005,2720.91454,-10.348,3.088,-26.873,28.58605,13.60251,37.38624,-5.58195,-154.271,0.0,1.0,46.11135,2794.716,2597.713,38.84,-144.59877,83.606,17.74173,27.1771,1684172.33687,43.73351
2011-11-23,2613.291,2617.088,2578.157,2584.011,28531412.0,30958563.54,-0.9758,2614.337,2692.83255,2694.0017,2646.73204,2716.4259,-16.089,-0.747,-30.683,32.64703,8.07038,37.36812,-5.56371,-152.237,0.0,2.0,44.6256,2801.357,2584.308,35.708,-124.19645,96.671,12.93751,22.43057,1681319.19567,33.5702
2011-11-24,2565.686,2604.236,2557.695,2588.915,30319601.0,31894726.95,0.1898,2599.7166,2689.4044,2690.31668,2636.21985,2712.24521,-20.012,-4.6,-30.823,42.69334,7.78856,40.27103,-5.08833,-138.795,1.0,0.0,45.67545,2806.196,2572.613,36.779,-111.06922,84.096,13.92626,19.5958,1684351.15577,24.3512
