trade_date,open,high,low,close,vol,amount,pct_change,ma_bfq_5,ma_bfq_20,ma_bfq_60,ema_bfq_10,ema_bfq_60,macd_dif_bfq,macd_dea_bfq,macd_bfq,dmi_adx_bfq,dmi_pdi_bfq,dmi_mdi_bfq,roc_bfq,mtm_bfq,updays,downdays,atr_bfq,boll_upper_bfq,boll_lower_bfq,rsi_bfq_12,cci_bfq,wr_bfq,kdj_k_bfq,kdj_d_bfq,obv_bfq,mfi_bfq
2005-01-26,995.78,999.474,988.475,989.928,7663290.17,4719440.42,-0.7864,984.937,,,985.37745,983.76222,0.715,-0.302,2.033,,26.15054,19.5906,-0.39753,-3.951,0.0,2.0,,,,65.455,49.10191,26.236,66.15643,51.13204,1074.44137,48.0678
2005-01-27,987.342,987.702,973.771,974.631,6945364.97,4094398.88,-1.5453,988.6142,,,983.42355,983.46283,-0.168,-0.275,0.214,,25.24112,26.28556,-2.25687,-22.504,0.0,3.0,,,,57.084,-26.11001,50.508,61.90337,54.72248,379.90487,41.70062
2005-01-28,974.631,975.624,965.209,969.209,5748807.38,3280950.33,-0.5563,985.9352,,,980.83909,982.9955,-1.289,-0.478,-1.623,,25.68172,30.71384,-2.76288,-27.539,0.0,4.0,,,,54.394,-63.77962,55.885,55.97404,55.13967,-194.97586,36.54496
2005-01-31,965.785,965.785,953.142,954.879,6788706.43,3863573.59,-1.4785,977.2844,982.4095,,976.11907,982.07364,-3.297,-1.041,-4.511,12.82832,22.29271,35.08304,-4.21296,-41.998,0.0,5.0,,1009.375,955.444,47.888,-110.43373,80.416,43.84403,51.37446,-873.84651,31.05237
2005-02-01,953.33,965.477,952.741,955.951,7433066.76,4275706.85,0.1123,968.9196,981.06735,,972.45215,981.21716,-4.746,-1.782,-5.928,13.66841,21.81685,33.70404,-3.27378,-32.355,1.0,0.0,15.2447,1010.392,951.743,48.392,-96.52136,78.581,36.36907,46.37266,-130.53983,36.78275
2005-02-02,956.701,1006.932,956.701,1006.913,17057338.57,10202904.26,5.331,972.3166,981.7848,,978.71776,982.05965,-1.763,-1.779,0.032,12.69922,32.60273,28.22241,4.07886,39.461,2.0,0.0,16.92145,1012.85,950.72,65.625,74.65869,0.03,57.56941,50.10491,1575.19403,42.34266
2005-02-03,1005.563,1014.187,992.155,993.215,16974539.33,10057310.34,-1.3604,976.0334,982.28685,,981.35362,982.4254,-0.498,-1.522,2.049,11.53399,32.36654,27.93442,1.90071,18.526,0.0,1.0,17.35015,1013.748,950.826,59.772,119.79089,29.643,60.33601,53.51528,-122.25991,51.98884
2005-02-04,992.25,1021.025,989.939,1016.858,15736214.61,9549870.63,2.3805,985.5632,983.93185,,987.80896,983.55434,2.385,-0.741,6.252,15.76188,33.88707,19.31321,5.13311,49.648,1.0,0.0,18.1095,1018.824,949.04,65.556,133.35868,6.102,71.52319,59.51791,1451.36155,59.94552
2005-02-16,1023.324,1033.248,1018.487,1023.584,12131293.05,7438168.2,0.6614,999.3042,985.4171,,994.31352,984.86678,5.153,0.438,9.43,20.42262,37.97119,17.50682,7.04202,67.339,2.0,0.0,18.2205,1024.189,946.645,67.028,158.94022,12.004,77.01415,65.34999,2664.49086,66.20765
2005-02-17,1024.43,1024.43,1010.476,1020.606,8968297.66,5513063.26,-0.2909,1012.2352,986.59065,,999.09397,986.03856,7.025,1.755,10.54,21.75221,37.37646,20.00672,3.86748,38.002,0.0,1.0,18.4951,1028.039,945.142,65.673,113.98196,15.703,79.44177,70.04725,1767.66109,64.89032
2005-02-18,1020.122,1021.199,1005.631,1006.055,8139939.36,4817732.09,-1.4257,1012.0636,987.056,,1000.35961,986.69484,7.252,2.855,8.794,24.35663,37.30051,17.13816,0.79368,7.922,0.0,2.0,18.8796,1029.154,944.958,59.285,78.99281,33.777,75.03545,71.70999,953.66716,64.53316
2005-02-21,1006.693,1025.656,1006.693,1025.633,9886094.16,6052394.87,1.946,1018.5472,988.4938,,1004.95477,987.9715,8.908,4.065,9.685,28.09276,34.06195,18.49537,2.79201,27.858,1.0,0.0,19.52075,1033.686,943.302,64.371,98.61796,9.459,80.20403,74.54134,1942.27657,63.58438
